"","datetime","Org","NH4","SO4","NO3","Chl","qc_flag_Org","qc_flag_NH4","qc_flag_SO4","qc_flag_NO3","qc_flag_Chl"
"2620","2026-04-20 03:00:00",3.41778426828547,0.581440546679222,0.264218464416939,0.788822062171856,NA,"1a","1a","1a","1a","0a"
"2621","2026-04-20 04:00:00",2.6101732096692,0.519319784933068,0.270803124984583,0.717851121636474,0.0112475107870302,"1a","1a","1a","1a","1a"
"2622","2026-04-20 05:00:00",2.38106873872874,0.507654899703236,0.293421060404043,0.664228960563577,0.000797767059126259,"1a","1a","1a","1a","1a"
"2623","2026-04-20 06:00:00",2.87440267339685,0.536867331610516,0.281887963628606,0.830519153274891,0.0032505438613129,"1a","1a","1a","1a","1a"
"2624","2026-04-20 07:00:00",2.40441396726042,0.867273568508541,0.380340307292105,1.39612261943578,NA,"1a","1a","1a","1a","0a"
"2625","2026-04-20 08:00:00",3.15376245230405,1.05686585947353,0.32776812564075,1.56579627492166,NA,"1a","1a","1a","1a","0a"
"2626","2026-04-20 09:00:00",1.22177295784151,0.500385431768999,0.282520848829559,0.519155457843092,NA,"1a","1a","1a","1a","0a"
"2627","2026-04-20 10:00:00",0.826085858713488,0.256517139942899,0.300846336664374,0.340205176344346,NA,"1a","1a","1a","1a","0a"
"2628","2026-04-20 11:00:00",0.538595168693714,0.352714419567034,0.260117870283857,0.245498875654186,NA,"1a","1a","1a","1a","0a"
"2629","2026-04-20 12:00:00",0.795476155745052,0.251817825114002,0.226901016222054,0.16823506820416,NA,"1a","1a","1a","1a","0a"
"2630","2026-04-20 13:00:00",0.277951837535667,0.306356819620054,0.153539814165824,0.120617023233205,NA,"1a","1a","1a","1a","0a"
"2631","2026-04-20 14:00:00",0.419157719672818,NA,0.115932765886594,0.045073968943194,NA,"1a","0a","1a","1a","0a"
"2632","2026-04-20 15:00:00",0.468594169938745,0.132053497842501,0.0964921646281819,0.107925269429674,NA,"1a","1a","1a","1a","0a"
"2633","2026-04-20 16:00:00",0.527111465719078,0.184317032782363,0.250567889352766,0.0578062796760515,0.001952728084973,"1a","1a","1a","1a","1a"
"2634","2026-04-20 17:00:00",0.847299951720239,0.376742497554221,0.30996899432007,0.146176804133691,NA,"1a","1a","1a","1a","0a"
"2635","2026-04-20 18:00:00",0.856803331863045,0.197937502163196,0.202762416270188,0.135863851827398,NA,"1a","1a","1a","1a","0a"
"2636","2026-04-20 19:00:00",1.39789767682723,0.626494391125683,0.206944348594987,0.147339432435299,NA,"1a","1a","1a","1a","0a"
"2637","2026-04-20 20:00:00",1.69621384578909,0.403599473214597,0.219772416566567,0.204569266253947,NA,"1a","1a","1a","1a","0a"
"2638","2026-04-20 21:00:00",1.24203258256634,0.245366762350014,0.290608362989444,0.210133739024126,NA,"1a","1a","1a","1a","0a"
"2639","2026-04-20 22:00:00",0.938309254682274,0.225315119788205,0.33027067458036,0.146962783012745,NA,"1a","1a","1a","1a","0a"
"2640","2026-04-20 23:00:00",0.887488356137576,0.255410403797824,0.237510918338733,0.20756751480947,NA,"1a","1a","1a","1a","0a"
"2641","2026-04-21 00:00:00",0.680139715952051,0.350077927712032,0.345680985142847,0.310279860866641,NA,"1a","1a","1a","1a","0a"
"2642","2026-04-21 01:00:00",0.919858271010081,0.416369879889181,0.329605851676609,0.421084621000159,NA,"1a","1a","1a","1a","0a"
"2643","2026-04-21 02:00:00",0.749095241655352,0.511891163602193,0.419442401625491,0.511996907922076,NA,"1a","1a","1a","1a","0a"
"2644","2026-04-21 03:00:00",0.532445097990254,0.321841355135959,0.319793798468909,0.284753700095345,NA,"1a","1a","1a","1a","0a"
"2645","2026-04-21 04:00:00",0.681552440096393,0.446234866266694,0.446537908641143,0.356045394793861,0.00660982049215829,"1a","1a","1a","1a","1a"
"2646","2026-04-21 05:00:00",0.792075479283938,0.480133715295566,0.52309111610289,0.532518728359146,0.0185906031903093,"1a","1a","1a","1a","1a"
"2647","2026-04-21 06:00:00",0.988732335079165,0.821233282357573,0.692438766623043,0.666787464765195,0.000919753015261905,"1a","1a","1a","1a","1a"
"2648","2026-04-21 07:00:00",1.56985643855875,0.897911056980563,0.919951706013722,0.683954901504126,8.52725082643247e-05,"1a","1a","1a","1a","1a"
"2649","2026-04-21 08:00:00",1.62489010421582,1.00571722385826,1.15094595812369,0.715761269744532,NA,"1a","1a","1a","1a","0a"
"2650","2026-04-21 09:00:00",1.40105575879614,0.725216021903496,0.932004384209197,0.404748686010034,NA,"1a","1a","1a","1a","0a"
"2651","2026-04-21 10:00:00",1.19815253607711,0.55645709331518,0.787306823371003,0.263809045988194,NA,"1a","1a","1a","1a","0a"
"2652","2026-04-21 11:00:00",1.26212677631769,0.498096281579219,0.803952497895709,0.300278975751132,NA,"1a","1a","1a","1a","0a"
"2653","2026-04-21 12:00:00",1.26300809311329,0.54436958079215,0.830150224815665,0.358069342077987,NA,"1a","1a","1a","1a","0a"
"2654","2026-04-21 13:00:00",1.2068250683121,0.600262958045338,0.856760617917583,0.293139023817753,NA,"1a","1a","1a","1a","0a"
"2655","2026-04-21 14:00:00",1.14488848822756,0.512007946195747,0.822071854684565,0.261841418921161,NA,"1a","1a","1a","1a","0a"
"2656","2026-04-21 15:00:00",1.30744570854179,0.596693462757356,0.801843962406266,0.319344957513764,NA,"1a","1a","1a","1a","0a"
"2657","2026-04-21 16:00:00",1.14518927046955,0.41530404464965,0.664550061587538,0.30046699118111,NA,"1a","1a","1a","1a","0a"
"2658","2026-04-21 17:00:00",1.27023984203713,0.250575081285958,0.491778389917203,0.194674825447425,NA,"1a","1a","1a","1a","0a"
"2659","2026-04-21 18:00:00",1.12840721934555,0.297081808618103,0.445876991354294,0.142764534946051,NA,"1a","1a","1a","1a","0a"
"2660","2026-04-21 19:00:00",1.33760415248837,0.221049906955804,0.424057889732273,0.151454033940347,NA,"1a","1a","1a","1a","0a"
"2661","2026-04-21 20:00:00",1.25290865447158,0.365727711962336,0.505524773923813,0.147109962453955,NA,"1a","1a","1a","1a","0a"
"2662","2026-04-21 21:00:00",1.4975662838097,0.438672254295306,0.566358815818615,0.235369401766535,0.00879708189426196,"1a","1a","1a","1a","1a"
"2663","2026-04-21 22:00:00",1.44860868623642,0.439409937996432,0.558905544174005,0.29660023911698,NA,"1a","1a","1a","1a","0a"
"2664","2026-04-21 23:00:00",1.60842000127429,0.604204648750933,0.635283269393604,0.409879452385376,NA,"1a","1a","1a","1a","0a"
"2665","2026-04-22 00:00:00",1.58028491749782,0.847356379818218,0.899733053692454,0.47575482133403,NA,"1a","1a","1a","1a","0a"
"2666","2026-04-22 01:00:00",1.55985878385553,0.803202372442381,1.00505106086734,0.537583832936219,NA,"1a","1a","1a","1a","0a"
"2667","2026-04-22 02:00:00",1.72762284335797,1.18607496656997,0.944518338605144,0.705135230611024,NA,"1a","1a","1a","1a","0a"
"2668","2026-04-22 03:00:00",1.72207136357692,1.07615300843591,0.958231153318291,1.00276507441562,NA,"1a","1a","1a","1a","0a"
"2669","2026-04-22 04:00:00",1.6383337144147,1.05424883626544,0.910314484923744,1.01310593259007,NA,"1a","1a","1a","1a","0a"
"2670","2026-04-22 05:00:00",1.87661410547747,1.07224477707398,0.946743395203135,0.939657445427599,NA,"1a","1a","1a","1a","0a"
"2671","2026-04-22 06:00:00",1.93285649435598,0.997310243533038,0.988319826840355,1.04977027422826,NA,"1a","1a","1a","1a","0a"
"2672","2026-04-22 07:00:00",1.77029065333482,0.940857249113433,0.788516053886788,0.771394854137215,0.00299122072288207,"1a","1a","1a","1a","1a"
"2673","2026-04-22 08:00:00",1.71114039778249,1.09044149736654,0.91605266130536,0.934739677529134,NA,"1a","1a","1a","1a","0a"
"2674","2026-04-22 09:00:00",2.25080922433893,1.03624616648925,0.758236528825182,1.24659367099306,NA,"1a","1a","1a","1a","0a"
"2675","2026-04-22 10:00:00",1.71772810905757,1.13397974987787,0.60859115047015,1.59282662303403,0.00709482050406172,"1a","1a","1a","1a","1a"
"2676","2026-04-22 11:00:00",1.82511979362656,0.953919585507377,0.535455820241908,1.4580725182388,0.00122121578004969,"1a","1a","1a","1a","1a"
"2677","2026-04-22 12:00:00",1.68937476277657,0.930588588875119,0.604438994662027,1.25777669749545,NA,"1a","1a","1a","1a","0a"
"2678","2026-04-22 13:00:00",1.75959913165872,0.933702548644471,0.664811516054259,1.28420636130039,0.0182186972332433,"1a","1a","1a","1a","1a"
"2679","2026-04-22 14:00:00",1.82161401216423,0.997965198663429,0.6938828422867,1.09930407617445,NA,"1a","1a","1a","1a","0a"
"2680","2026-04-22 15:00:00",1.92942809497985,0.816720586417964,0.604068645977885,0.876649715371709,NA,"1a","1a","1a","1a","0a"
"2681","2026-04-22 16:00:00",1.97974125178291,0.554109716379355,0.486822772967612,0.592039031368894,NA,"1a","1a","1a","1a","0a"
"2682","2026-04-22 17:00:00",1.64899715885392,0.481893054704011,0.555458463769205,0.618487634740096,0.0017653785032542,"1a","1a","1a","1a","1a"
"2683","2026-04-22 18:00:00",1.6868907306911,0.539731046720442,0.679211317056639,0.347144719873309,NA,"1a","1a","1a","1a","0a"
"2684","2026-04-22 19:00:00",1.60014437540854,0.585302843362751,0.779412767106161,0.364424413823538,0.0119348725089733,"1a","1a","1a","1a","1a"
"2685","2026-04-22 20:00:00",1.54883160805201,0.739273822532066,0.880324504763715,0.451495021161882,NA,"1a","1a","1a","1a","0a"
"2686","2026-04-22 21:00:00",1.4958437806463,0.899181530350245,1.12589030645215,0.449410199339402,NA,"1a","1a","1a","1a","0a"
"2687","2026-04-22 22:00:00",1.65643955955603,0.738415101670339,1.26884407586765,0.50027748975791,NA,"1a","1a","1a","1a","0a"
"2688","2026-04-22 23:00:00",1.48615998734299,0.994233752914456,1.30384711093383,0.505962045529125,NA,"1a","1a","1a","1a","0a"
"2689","2026-04-23 00:00:00",1.6382014356888,1.11686806702082,1.26580532799258,0.606174647771147,NA,"1a","1a","1a","1a","0a"
"2690","2026-04-23 01:00:00",1.35004349266727,1.06367472461562,1.22684678007555,0.63306584519016,NA,"1a","1a","1a","1a","0a"
"2691","2026-04-23 02:00:00",1.29158349472385,0.96720647071004,1.11454597157872,0.594766543039675,NA,"1a","1a","1a","1a","0a"
"2692","2026-04-23 03:00:00",1.21197302097623,0.916417148687606,0.901862624523323,0.555780134747447,NA,"1a","1a","1a","1a","0a"
"2693","2026-04-23 04:00:00",1.27551103253779,0.740843666260446,0.871029875903954,0.527835816248634,NA,"1a","1a","1a","1a","0a"
"2694","2026-04-23 05:00:00",1.08475834094111,0.984737077003959,0.965060231628813,0.650792566474116,NA,"1a","1a","1a","1a","0a"
"2695","2026-04-23 06:00:00",1.1072211927019,0.87636257661341,0.899001048496391,0.619318774913023,NA,"1a","1a","1a","1a","0a"
"2696","2026-04-23 07:00:00",1.28456023019933,0.224811078235954,0.944467281275565,0.503119443588817,NA,"1a","1a","1a","1a","0a"
"2697","2026-04-23 08:00:00",1.32854403295854,0.701536454222875,1.00401031453153,0.481005526329874,NA,"1a","1a","1a","1a","0a"
"2698","2026-04-23 09:00:00",1.18589419980595,0.769616420903078,0.837653759663427,0.529726226763669,NA,"1a","1a","1a","1a","0a"
"2699","2026-04-23 10:00:00",1.36925171961777,0.923545931996191,0.798182295415992,0.749656140918335,NA,"1a","1a","1a","1a","0a"
"2700","2026-04-23 11:00:00",1.71457894693137,0.839636686855297,0.608877653637547,0.932379568907295,NA,"1a","1a","1a","1a","0a"
"2701","2026-04-23 12:00:00",1.69744131909418,0.98147221643438,0.641438697930334,1.13201043659828,0.00167275079180052,"1a","1a","1a","1a","1a"
"2702","2026-04-23 13:00:00",2.05024122471307,0.908661858030996,0.504380730199349,1.01266962104788,NA,"1a","1a","1a","1a","0a"
"2703","2026-04-23 14:00:00",1.84866696747349,0.6805639237658,0.517784231766496,0.833315279185758,0.00426141062673896,"1a","1a","1a","1a","1a"
"2704","2026-04-23 15:00:00",1.61282303582122,0.575059435883496,0.468858212216003,0.621204449540073,0.0153882621839871,"1a","1a","1a","1a","1a"
"2705","2026-04-23 16:00:00",1.39515255685324,0.52910247084447,0.528828229517652,0.423623213471832,NA,"1a","1a","1a","1a","0a"
"2706","2026-04-23 17:00:00",1.43632601962017,0.373673006475188,0.541016422384021,0.319487674841684,0.00663287476121689,"1a","1a","1a","1a","1a"
"2707","2026-04-23 18:00:00",1.76148605199375,NA,0.634653611622829,0.215343813017389,0.00877912317299822,"1a","0a","1a","1a","1a"
"2708","2026-04-23 19:00:00",1.99891695775353,0.332515525412325,0.60002442621061,0.231176788557996,0.000886835399696907,"1a","1a","1a","1a","1a"
"2709","2026-04-23 20:00:00",2.106855479263,0.562558903031511,0.665702027488771,0.293718660329097,0.00559379118401132,"1a","1a","1a","1a","1a"
"2710","2026-04-23 21:00:00",1.95309154414806,0.62293458499323,0.733517511680704,0.407522150126318,NA,"1a","1a","1a","1a","0a"
"2711","2026-04-23 22:00:00",2.0350239802623,0.686201818873583,0.818802947551615,0.506125204417683,0.00322290921842617,"1a","1a","1a","1a","1a"
"2712","2026-04-23 23:00:00",1.88901490053525,0.776690466052394,0.845086629012996,0.63332088384961,NA,"1a","1a","1a","1a","0a"
"2713","2026-04-24 00:00:00",1.55297888274098,0.867940185684867,0.949977346633199,0.887797731386806,0.0021971268742844,"1a","1a","1a","1a","1a"
"2714","2026-04-24 01:00:00",1.60037733856809,1.26617164436231,0.990553517053412,1.10012027501424,0.00951041766313671,"1a","1a","1a","1a","1a"
"2715","2026-04-24 02:00:00",1.4566418535656,1.272652939767,1.09823969959675,1.29376349843503,NA,"1a","1a","1a","1a","0a"
"2716","2026-04-24 03:00:00",1.3831023969493,0.281732220351563,1.18979780486468,1.2970061390904,NA,"1a","1a","1a","1a","0a"
"2717","2026-04-24 04:00:00",1.33307677237377,1.34732055421256,1.02368233307685,1.36076024882961,NA,"1a","1a","1a","1a","0a"
"2718","2026-04-24 05:00:00",1.12602362255423,1.52279185286179,1.38751240896693,1.35288833694238,NA,"1a","1a","1a","1a","0a"
"2719","2026-04-24 06:00:00",1.616937846511,1.38777510298071,1.22671675584382,1.33072053968473,NA,"1a","1a","1a","1a","0a"
"2720","2026-04-24 07:00:00",1.3482634128841,1.41967113889593,1.25253101397251,1.38286242752465,0.00357549502696118,"1a","1a","1a","1a","1a"
"2721","2026-04-24 08:00:00",1.66821527703438,1.55480603902295,1.18184897432022,1.35974054456745,0.0112459316037633,"1a","1a","1a","1a","1a"
"2722","2026-04-24 09:00:00",1.58621378043069,1.23587119453644,0.944816053315923,1.17866070284924,0.00480999437127557,"1a","1a","1a","1a","1a"
"2723","2026-04-24 10:00:00",2.22530587447279,0.632579184897892,0.55964902444493,0.820271963553575,0.0153090588208636,"1a","1a","1a","1a","1a"
"2724","2026-04-24 11:00:00",1.48484313016782,0.49139317672395,0.387841304867424,0.470145586719049,0.0103334289127587,"1a","1a","1a","1a","1a"
"2725","2026-04-24 12:00:00",1.34080753631818,0.465414355348992,0.306125611488178,0.583422664292028,0.00774698375092232,"1a","1a","1a","1a","1a"
"2726","2026-04-24 13:00:00",1.16615951095702,0.407964219763652,0.333164747151215,0.44446188610913,0.00171451673540447,"1a","1a","1a","1a","1a"
"2727","2026-04-24 14:00:00",0.58468502885301,0.274763398757852,0.256936528857899,0.377208852683116,NA,"1a","1a","1a","1a","0a"
"2728","2026-04-24 15:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2729","2026-04-24 16:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2730","2026-04-24 17:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2731","2026-04-24 18:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2732","2026-04-24 19:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2733","2026-04-24 20:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2734","2026-04-24 21:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2735","2026-04-24 22:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2736","2026-04-24 23:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2737","2026-04-25 00:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2738","2026-04-25 01:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2739","2026-04-25 02:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2740","2026-04-25 03:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2741","2026-04-25 04:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2742","2026-04-25 05:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2743","2026-04-25 06:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2744","2026-04-25 07:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2745","2026-04-25 08:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2746","2026-04-25 09:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2747","2026-04-25 10:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2748","2026-04-25 11:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2749","2026-04-25 12:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2750","2026-04-25 13:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2751","2026-04-25 14:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2752","2026-04-25 15:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2753","2026-04-25 16:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2754","2026-04-25 17:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2755","2026-04-25 18:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2756","2026-04-25 19:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2757","2026-04-25 20:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2758","2026-04-25 21:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2759","2026-04-25 22:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2760","2026-04-25 23:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2761","2026-04-26 00:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2762","2026-04-26 01:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2763","2026-04-26 02:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2764","2026-04-26 03:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2765","2026-04-26 04:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2766","2026-04-26 05:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2767","2026-04-26 06:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2768","2026-04-26 07:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2769","2026-04-26 08:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2770","2026-04-26 09:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2771","2026-04-26 10:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2772","2026-04-26 11:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2773","2026-04-26 12:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2774","2026-04-26 13:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2775","2026-04-26 14:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2776","2026-04-26 15:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2777","2026-04-26 16:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2778","2026-04-26 17:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2779","2026-04-26 18:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2780","2026-04-26 19:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2781","2026-04-26 20:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2782","2026-04-26 21:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2783","2026-04-26 22:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2784","2026-04-26 23:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2785","2026-04-27 00:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2786","2026-04-27 01:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2787","2026-04-27 02:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2788","2026-04-27 03:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2789","2026-04-27 04:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2790","2026-04-27 05:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2791","2026-04-27 06:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2792","2026-04-27 07:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2793","2026-04-27 08:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2794","2026-04-27 09:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2795","2026-04-27 10:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2796","2026-04-27 11:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2797","2026-04-27 12:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2798","2026-04-27 13:00:00",NA,NA,NA,NA,NA,"0a","0a","0a","0a","0a"
"2799","2026-04-27 14:00:00",1.931011214737,0.891612393879071,0.427671667262499,0.576590535605556,0.00376311468668042,"1a","1a","1a","1a","1a"
"2800","2026-04-27 15:00:00",2.19736884626117,0.953083287718284,0.773131446330842,0.757184885606809,0.000951470984942041,"1a","1a","1a","1a","1a"
"2801","2026-04-27 16:00:00",1.87906251410138,0.657125133384001,0.585224486381784,0.338570128825164,0.00661747967425438,"1a","1a","1a","1a","1a"
"2802","2026-04-27 17:00:00",0.88977281155563,0.158474812800522,0.349700732641351,0.114849814634798,0.0105558782365944,"1a","1a","1a","1a","1a"
"2803","2026-04-27 18:00:00",2.04483129272008,0.351258195992853,0.576789115707774,0.236730663433357,0.00190730877077072,"1a","1a","1a","1a","1a"
"2804","2026-04-27 19:00:00",1.91860609913498,0.437708851613626,0.380928917969493,0.314745731569929,0.0103348372201678,"1a","1a","1a","1a","1a"
"2805","2026-04-27 20:00:00",1.39991857228979,0.264559824156836,0.28899561497022,0.170157162789313,0.0152016147130114,"1a","1a","1a","1a","1a"
"2806","2026-04-27 21:00:00",1.38630632331828,0.334390726727738,0.317770168730024,0.202502863760317,NA,"1a","1a","1a","1a","0a"
"2807","2026-04-27 22:00:00",1.74742130395201,0.455862270536864,0.314696449174876,0.287698712933479,0.0188013602020675,"1a","1a","1a","1a","1a"
"2808","2026-04-27 23:00:00",1.94998798075388,0.44893214437694,0.410654036157863,0.493443989153709,0.0225124788288302,"1a","1a","1a","1a","1a"
"2809","2026-04-28 00:00:00",2.1690058320041,0.994981182819019,0.718764928595559,0.940975359664919,0.00364146910347548,"1a","1a","1a","1a","1a"
"2810","2026-04-28 01:00:00",1.92667779532078,1.00517640431222,1.19744144285453,1.12383026161741,0.00843482677421591,"1a","1a","1a","1a","1a"
"2811","2026-04-28 02:00:00",1.54222940042291,1.46817138271437,1.07764985191786,1.11170604670413,0.0224659047386441,"1a","1a","1a","1a","1a"
"2812","2026-04-28 03:00:00",1.07114805713431,1.17803752332928,0.922656019790298,0.908884142299512,0.00101522822276617,"1a","1a","1a","1a","1a"
"2813","2026-04-28 04:00:00",0.593779266423514,0.825180593900915,0.707181263837372,0.495438426757722,NA,"1a","1a","1a","1a","0a"
"2814","2026-04-28 05:00:00",0.91259753874545,1.12279712899862,0.865837797416597,0.662426131116255,0.010177514149406,"1a","1a","1a","1a","1a"
"2815","2026-04-28 06:00:00",0.774279740028736,0.955943558268586,0.701764899428638,0.626419788202405,0.00491937780877225,"1a","1a","1a","1a","1a"
"2816","2026-04-28 07:00:00",0.650052312812489,0.761881743378295,0.439935484151759,0.557138684243059,NA,"1a","1a","1a","1a","0a"
"2817","2026-04-28 08:00:00",0.710034882738496,0.388090184985993,0.36420393953951,0.406031081542045,NA,"1a","1a","1a","1a","0a"
"2818","2026-04-28 09:00:00",0.61880393733473,0.413108078764096,0.299161546891591,0.346728140347114,0.00288687564392265,"1a","1a","1a","1a","1a"
"2819","2026-04-28 10:00:00",1.14919412251548,0.54323210811623,0.557503055171059,0.432936289780954,NA,"1a","1a","1a","1a","0a"
"2820","2026-04-28 11:00:00",1.31757429736914,0.722222181146087,0.728460139786343,0.382923361469626,NA,"1a","1a","1a","1a","0a"
"2821","2026-04-28 12:00:00",1.80583371216517,0.896551798871685,0.834030954796874,0.435594322929664,NA,"1a","1a","1a","1a","0a"
"2822","2026-04-28 13:00:00",1.93121585998097,0.931646506024381,0.89929536832941,0.569274664565333,NA,"1a","1a","1a","1a","0a"
"2823","2026-04-28 14:00:00",1.94637469542983,0.936879999663213,0.93700887078682,0.629299271975656,NA,"1a","1a","1a","1a","0a"
"2824","2026-04-28 15:00:00",1.82970716075381,0.590804237629961,0.932871722701018,0.593883369214705,NA,"1a","1a","1a","1a","0a"
"2825","2026-04-28 16:00:00",1.73135809035466,1.07015997541463,0.997889939791579,0.589486109630243,NA,"1a","1a","1a","1a","0a"
"2826","2026-04-28 17:00:00",1.50655968037899,0.763384300090994,0.828775169194368,0.400008497772163,0.00717113703983956,"1a","1a","1a","1a","1a"
"2827","2026-04-28 18:00:00",1.2619577788536,0.583463904731503,0.582858747921523,0.328436273243079,NA,"1a","1a","1a","1a","0a"
"2828","2026-04-28 19:00:00",1.1911122524337,0.455261896280693,0.539011375149583,0.324264035430832,0.0188512118172613,"1a","1a","1a","1a","1a"
"2829","2026-04-28 20:00:00",0.952842572118399,1.003394304814,0.585105941550625,0.232556756656191,NA,"1a","1a","1a","1a","0a"
"2830","2026-04-28 21:00:00",1.14074394703883,0.233179636199713,0.420337797347437,0.210018112331146,NA,"1a","1a","1a","1a","0a"
"2831","2026-04-28 22:00:00",1.06590405971739,0.538677230986683,0.538327699307649,0.283054847938878,0.00736309283729335,"1a","1a","1a","1a","1a"
"2832","2026-04-28 23:00:00",1.23638144005844,0.658147474536916,0.5509609584605,0.371764633801383,NA,"1a","1a","1a","1a","0a"
"2833","2026-04-29 00:00:00",1.37864947649086,0.575603981549034,0.532354375492033,0.457070851421862,NA,"1a","1a","1a","1a","0a"
"2834","2026-04-29 01:00:00",1.15573045790843,0.538491629811982,0.426534616463437,0.429338150314993,NA,"1a","1a","1a","1a","0a"
"2835","2026-04-29 02:00:00",1.24637504480249,0.669229034591778,0.518068291871612,0.466322265165586,NA,"1a","1a","1a","1a","0a"
"2836","2026-04-29 03:00:00",1.41883173609299,0.968783341624582,0.407616564877816,0.400552474266151,NA,"1a","1a","1a","1a","0a"
"2837","2026-04-29 04:00:00",1.21876058968581,0.552269994299834,0.419416990419773,0.42510666182408,0.013083344470054,"1a","1a","1a","1a","1a"
